"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"5777","Alimentari","Freschi","FRESCHISSIMI","RISTORO","BAR","FRUTTA","MACEDONIA / FRUTTA FRESCA"
"5778","Alimentari","Freschi","FRESCHISSIMI","RISTORO","BAR","BANCO","CARAMELLE E GOMME"
"5779","Alimentari","Freschi","FRESCHISSIMI","RISTORO","BAR","BANCO","CIOCCOLATO E CIOCCOLATINI"
"5780","Alimentari","Freschi","FRESCHISSIMI","RISTORO","BAR","BANCO","PATATINE /ESTRUSI /SNACK"
"5781","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","DOLCE","CROISSANT"
"5782","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","DOLCE","PASTE FRESCHE"
"5783","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","DOLCE","PASTICCERIA MIGNON"
"5784","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","DOLCE","TORTE / DESSERT / YOGURT"
"5785","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","SALATA","SANDWICH"
"5786","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","SALATA","SALATINI / PIZZETTE"
"5787","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PASTICCERIA BAR","SALATA","PASTE SALATE"
"5788","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE INTERNA","CONI E COPPE"
"5789","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE INTERNA","VASCHETTE"
"5790","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE INTERNA","YOGURT"
"5791","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE INTERNA","GRANITE"
"5792","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE ESTERNA","CONI E COPPE"
"5793","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE ESTERNA","VASCHETTE"
"5794","Alimentari","Freschi","FRESCHISSIMI","RISTORO","GELATERIA","PRODUZIONE ESTERNA","CONFEZIONATI"
"5795","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PANINI","PANINI FARCITI"
"5796","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PANINI","PIADINA"
"5797","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PANINI","TRAMEZZINI"
"5798","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PANINI","SPECIALI"
"5799","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PIZZE '&' FOCACCE","PIZZA AL TAGLIO"
"5800","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PIZZE '&' FOCACCE","PIZZE INTERE"
"5801","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PANINERIA PIZZERIA","PIZZE '&' FOCACCE","FOCACCE"
"5802","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","FREDDI","PRIMI"
"5803","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","FREDDI","SECONDI"
"5804","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","FREDDI","CONTORNI"
"5805","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","FREDDI","PIATTI UNICI / INSALATE"
"5806","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","CALDI","PRIMI"
"5807","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","CALDI","SECONDI"
"5808","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","CALDI","CONTORNI"
"5809","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","CALDI","PIATTI UNICI"
"5810","Alimentari","Freschi","FRESCHISSIMI","RISTORO","PIATTI PRONTI","PANE","PANE"
"5811","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","BAR","BAR"
"5812","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","PASTICCERIA BAR","PASTICCERIA BAR"
"5813","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","GELATERIA","GELATERIA"
"5814","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","PANINERIA/PIZZERIA","PANINERIA/PIZZERIA"
"5815","Alimentari","Freschi","FRESCHISSIMI","RISTORO","MATERIE PRIME RISTORO","PIATTI PRONTI","PIATTI PRONTI"
"5816","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","APPENDIABITI"
"5817","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","MENSOLE"
"5818","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PATTUMIERE BAGNO"
"5819","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","SET BAGNO"
"5820","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PORTAROTOLO"
"5821","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PORTASALVIETTE"
"5822","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PORTASAPONE"
"5823","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PORTASCOPINO"
"5824","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","PORTASPAZZOLINI"
"5825","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","SCOVOLI WC"
"5826","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","SEDILE WC"
"5827","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI BAGNO","SPECCHI"
"5828","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","COMPLEMENTI DI SERVIZIO","ARMADIETTI"
"5829","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","COMPLEMENTI DI SERVIZIO","PESAPERSONE DIGITALI"
"5830","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","COMPLEMENTI DI SERVIZIO","PESAPERSONE MECCANICI"
"5831","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","COMPLEMENTI DI SERVIZIO","ALTRI"
"5832","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","BASTONE E ACCESSORI TENDE"
"5833","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","CABINE - BOX - VASCHE IDROMASSAGGIO"
"5834","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","FONDI ANTISCIVOLO"
"5835","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","PEDANE RIGIDE"
"5836","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","TENDE"
"5837","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","ACCESSORI DOCCIA","ALTRI"
"5838","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","MOBILI BAGNO","PLASTICA"
"5839","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","MOBILI BAGNO","DERIVATI DAL LEGNO"
"5840","Non alimentari","No Food","CASA","ARREDO","BAGNO CASA ARREDO","MOBILI BAGNO","ALTRI"
"5841","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE HOME OFFICE","STAZIONE LAVORO"
"5842","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE HOME OFFICE","SCRIVANIE"
"5843","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE HOME OFFICE","SEDIE UFFICIO"
"5844","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE HOME OFFICE","PARETI ATTREZZATE"
"5845","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE HOME OFFICE","ALTRI"
"5846","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","SEDIA"
"5847","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","SGABELLI"
"5848","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","ARMADI CUCINA"
"5849","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","TAVOLI CUCINA"
"5850","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","PARETI ATTREZZATE"
"5851","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","SET TAVOLO CON SEDIE"
"5852","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE CUCINA","ALTRI"
"5853","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","LIBRERIE"
"5854","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","TAVOLI"
"5855","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","TAVOLI BASSI"
"5856","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","SISTEMI MODULARI"
"5857","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","DIVANI/DIVANI LETTO"
"5858","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","POLTRONE"
"5859","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","MOBILI AUDIO VIDEO"
"5860","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","PARETI ATTREZZATE"
"5861","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","SET TAVOLO CON SEDIE"
"5862","Non alimentari","No Food","CASA","ARREDO","MOBILI","AMBIENTE SOGGIORNO","ALTRI"
"5863","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SALATA L.S","SALATINI  ALTRI"
"5864","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SALATA  S.A.","PASTE SALATE"
"5865","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SALATA  S.A.","SALATINI  ALTRI"
"5866","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","SEMIFREDDI L.S","SEMIFREDDI TORTE"
"5867","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","SEMIFREDDI L.S","SEMIFREDDI ALTRI"
"5868","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","SEMIFREDDI S.A.","SEMIFREDDI TORTE"
"5869","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","SEMIFREDDI S.A.","SEMIFREDDI ALTRI"
"5870","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA","PASTICCERIA","PASTICCERIA"
"5871","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","TUTE  ESTATE"
"5872","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","TUTE  INVERNO"
"5873","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","PANTALONI LUNGHI"
"5874","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","PANTALONI CORTI"
"5875","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","MAGLIE SL MM"
"5876","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","MAGLIE ML"
"5877","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE \COORDINABILI SPORT RAGAZZI  6-14","COMPLETI"
"5878","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","TUTE  ESTATE"
"5879","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","TUTE  INVERNO"
"5880","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","PANTALONI LUNGHI"
"5881","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","PANTALONI CORTI"
"5882","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","MAGLIE SL MM"
"5883","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","MAGLIE ML"
"5884","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE/ COODINABILI SPORT  DONNA","COMPLETI"
"5885","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","TUTE ESTATE"
"5886","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","TUTE  INVERNO"
"5887","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","PANTALONI LUNGHI"
"5888","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","PANTALONI CORTI"
"5889","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","MAGLIE SL MM"
"5890","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","MAGLIE ML"
"5891","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","TUTE / COORDINABILI SPORT UOMO","COMPLETI"
"5892","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY BAMBINO","SFODERATI"
"5893","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY BAMBINO","FODERATI"
"5894","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY BAMBINO","PANTAVENTO"
"5895","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY BAMBINO","MANTELLE"
"5896","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY ADULTO","SFODERATI"
"5897","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY ADULTO","FODERATI"
"5898","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY ADULTO","PANTAVENTO"
"5899","Non alimentari","No Food","PERSONA","SPORT","TUTE/ABB.TO SPORTIVO","GIAC. A.VENTO/PIOG.K-WAY ADULTO","MANTELLE"
"5900","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO UNIVERSALE SINTETICO"
"5901","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO UNIVERSALE MINERALE"
"5902","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO PER BENZINA SINTETICO"
"5903","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO PER BENZINA MINERALE"
"5904","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO PER DIESEL SINTETICO"
"5905","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO PER DIESEL MINERALE"
"5906","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","OLIO AUTO","OLIO PER GAS"
"5907","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","ALTRI OLII","OLIO BARCA"
"5908","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","ALTRI OLII","OLIO GIARDINAGGIO"
"5909","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","ALTRI OLII","OLIO AGRICOLO"
"5910","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","LIQUIDI RADIATORE","STANDARD"
"5911","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","LIQUIDI RADIATORE","ALTRI"
"5912","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","VARIE","LIQUIDI FRENI"
"5913","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","VARIE","RIPARAZIONE MARMITTA"
"5914","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PRODOTTI PER MANUT.NE AUTO","VARIE","ALTRI"
"5915","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","BATTERIE"
"5916","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","ACCESSORI BATTERIE"
"5917","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","ACCESSORI CABLAGGIO"
"5918","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","CARICABATTERIE"
"5919","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","LAMPADINE AUTO"
"5920","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","KIT LAMPADE"
"5921","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","CANDELE"
"5922","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ELETTRAUTO","VARIE"
"5923","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI MECCANICI","FILTRI OLIO"
"5924","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI MECCANICI","FILTRI ARIA"
"5925","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI MECCANICI","FILTRI DIVERSI"
"5926","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI MECCANICI","CINGHIE"
"5927","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI MECCANICI","ALTRI"
"5928","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ESTERNI","TERGICRISTALLI"
"5929","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ESTERNI","SPECCHI"
"5930","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ESTERNI","DEFLETTORI"
"5931","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RICAMBI ESTERNI","FARI"
"5932","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","CHIAVI CANDELE"
"5933","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","CHIAVI FILTRI"
"5934","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","ALTRA UTENSILERIA"
"5935","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","SOLLEVAM-APPOGGIO"
"5936","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","POMPE"
"5937","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","COMPRESSORI"
"5938","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","TANICHE/IMBUTI"
"5939","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","UTENSILERIA AUTO","ALTRI"
"5940","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","PNEUMATICI NORMALI"
"5941","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","PNEUMATICI NEVE"
"5942","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","CERCHI ACCIAIO"
"5943","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","CERCHI LEGA"
"5944","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","COPRICERCHI"
"5945","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","CATENE-NEVE"
"5946","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","RIPARAGOMME"
"5947","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","RICAMBI/ATTREZZI AUTO","RUOTE","ALTRI"
"5948","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","FODERE UNIVERSALI"
"5949","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","TAPPETI GOMMA"
"5950","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","TAPPETI MOQUETTE"
"5951","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","SCHIENALI"
"5952","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","PARASOLE/TENDINE"
"5953","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","GADGET"
"5954","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","VANO BAGAGLI"
"5955","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","ORGANIZER"
"5956","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","ACCESSORI AUTO","ACCESSORI INTERNI","ALTRI"
"5957","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","SPRAY"
"5958","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","RITOCCHI"
"5959","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","STUCCO"
"5960","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","SHAMPOO"
"5961","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","RINNOVATORI"
"5962","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER CARROZZERIA","CERA/PRODOTTI CROMO/PULISH"
"5963","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER VETRO","LAVAVETRI ( VASCHETTA)"
"5964","Non alimentari","No Food","STAGIONALI E BRICO","AUTO","PULIZIA AUTO","PRODOTTI PER VETRO","LAVAVETRI (SPRAY)"
"5965","Altro","Altro","SALUTE","PARAFARMACO","CEROTTI SPECIALI","No Scan CEROTTI SPECIALI","No Scan CEROTTI SPECIALI"
"5966","Altro","Altro","SALUTE","PARAFARMACO","DIANG/ACC.SANIT.","No Scan DIANG/ACC.SANIT.","No Scan DIANG/ACC.SANIT."
"5967","Altro","Altro","SALUTE","PARAFARMACO","OTTICA","No Scan OTTICA","No Scan OTTICA"
"5968","Altro","Altro","SALUTE","PARAFARMACO","PROD.ANTIDEC/ORTOPEDICI","No Scan PROD.ANTIDEC/ORTOPEDICI","No Scan PROD.ANTIDEC/ORTOPEDICI"
"5969","Altro","Altro","SALUTE","PARAFARMACO","TRATT.DERMO COSMET.","No Scan TRATT.DERMO COSMET.","No Scan TRATT.DERMO COSMET."
"5970","Altro","Altro","SALUTE","PARAFARMACO","IGIENE PERSONALE","No Scan IGIENE PERSONALE","No Scan IGIENE PERSONALE"
"5971","Altro","Altro","SALUTE","PARAFARMACO","IGIENE ORALE","No Scan IGIENE ORALE","No Scan IGIENE ORALE"
"5972","Altro","Altro","SALUTE","PARAFARMACO","PRODOTTI CAPELLI","No Scan PRODOTTI CAPELLI","No Scan PRODOTTI CAPELLI"
"5973","Altro","Altro","SALUTE","SERVIZI","TEST AUTODIAGN SALUTE","No Scan TEST AUTODIAGN SALUTE","No Scan TEST AUTODIAGN SALUTE"
"5974","Altro","Altro","SALUTE","SERVIZI","TEST AUTODIAGN BENESSERE","No Scan TEST AUTODIAGN BENESSERE","No Scan TEST AUTODIAGN BENESSERE"
